Campus,Course_Name,Cohort,Unit_Name,Faculty,Email_ID,Unit_Commencement_date,No_of_Session_IDs_created,Total_Students_Participated,Batch_size,Student_adoption_rate,End_Date,No_of_students_who_filled_form,Size_of_batch_when_feedback_taken,Faculty_Avg_Score,AI_Tutor_quality_score,AI_Tutor_impact_score,Avg_Rating_for_AI_Tutor_Tool,Implemented_AI_Tutor,Features_found_useful,Used_Document_Creator,Quizzes_conducted,Quizzes_used_for_grading,Quiz_outcome,Faculty_Feedback
SG,MGB,May-23,Unit 5,Prof_Johnson,prof_jones@spjain.edu,16-Feb-2023,24,83,129,73.29860849552747,14-Aug-2023,96,83,4.226436358698396,4.540044483450107,4.038986520436467,3.530478641050519,N,Document Creator,Y,1,0,Needs Improvement,Neutral
SG,MGB,Sep-23,Unit 1,Prof_Smith,prof_jones@spjain.edu,2-Feb-2023,25,82,118,80.2216733954812,25-Mar-2023,86,103,4.790713578155143,4.22072758073651,4.6565823138417795,4.769474236134402,N,Document Creator,Y,5,0,Good,Some Concerns
SG,MGB,Sep-23,Unit 2,Prof_Jones,prof_johnson@spjain.edu,24-Apr-2023,10,81,119,81.5750975298695,24-Sep-2023,87,114,3.9930594084439317,4.052630473466689,4.206687806403456,3.717169922485274,Y,Document Creator,Y,6,4,Excellent,Positive
SG,MGB,Sep-23,Unit 3,Prof_Johnson,prof_smith@spjain.edu,4-Oct-2023,11,108,138,86.80059092180548,28-Jan-2023,75,82,4.022944956054178,4.057773206336318,3.938996131195309,4.709222339738079,Y,Quiz Generator,N,3,5,Satisfactory,Neutral
SG,MGB,Sep-23,Unit 4,Prof_Johnson,prof_williams@spjain.edu,5-Nov-2023,17,106,119,76.87884801271514,18-Oct-2023,71,120,4.382375160272127,4.411435732582084,3.7515725066477006,3.9821807616816534,N,Study Planner,N,6,1,Satisfactory,Some Concerns
SG,MGB,Sep-23,Unit 5,Prof_Johnson,prof_jones@spjain.edu,16-Apr-2023,17,99,145,73.60879372912946,15-Jan-2023,95,106,4.758122045110614,4.413015434019201,3.847502026164986,3.84000192252542,Y,Study Planner,Y,7,2,Excellent,Positive
DXB,MGB,Jan-23,Unit 1,Prof_Smith,prof_williams@spjain.edu,13-Nov-2023,11,84,112,90.11626544626363,19-Dec-2023,95,93,4.12321246841219,4.756421236676992,4.066260741900703,4.839827664737343,Y,Quiz Generator,Y,1,5,Needs Improvement,Positive
DXB,MGB,Jan-23,Unit 2,Prof_Jones,prof_johnson@spjain.edu,13-Apr-2023,20,98,124,81.65626152114014,21-Jun-2023,79,96,3.967538003375094,4.771093147598244,4.212604473594346,4.62394327054803,N,Study Planner,Y,5,2,Needs Improvement,Very Positive
DXB,MGB,Jan-23,Unit 3,Prof_Jones,prof_johnson@spjain.edu,24-Mar-2023,10,96,135,93.36895625740884,19-Dec-2023,86,98,3.6981348332393864,4.162851814575646,4.117823752215269,4.666707801401779,N,Study Planner,N,7,5,Needs Improvement,Some Concerns
DXB,MGB,Jan-23,Unit 4,Prof_Johnson,prof_williams@spjain.edu,6-Mar-2023,25,91,134,94.75808852199641,2-Sep-2023,62,84,4.7287445445611676,4.535037097732468,4.540772727929221,4.07734911138183,Y,Document Creator,Y,0,1,Needs Improvement,Neutral
DXB,MGB,Jan-23,Unit 5,Prof_Smith,prof_jones@spjain.edu,21-Nov-2023,25,111,101,70.16530892480397,18-Jul-2023,60,81,4.1882429408941455,4.102214810917615,4.775227283055763,3.523999636643398,N,Quiz Generator,Y,1,4,Good,Positive
DXB,MGB,May-23,Unit 1,Prof_Johnson,prof_jones@spjain.edu,17-May-2023,21,97,150,79.92241056245179,12-Jul-2023,89,116,3.8161702624507465,4.566959947708569,4.029972104373916,4.659286910198733,Y,Document Creator,Y,6,3,Needs Improvement,Some Concerns
DXB,MGB,May-23,Unit 2,Prof_Smith,prof_smith@spjain.edu,23-Mar-2023,12,111,127,86.12268104858255,11-Oct-2023,66,113,4.694897880072276,4.052743146811118,4.691400254927043,4.469202797432065,N,Study Planner,Y,1,5,Satisfactory,Very Positive
DXB,MGB,May-23,Unit 3,Prof_Johnson,prof_williams@spjain.edu,1-Apr-2023,14,105,104,77.48192223952157,19-Apr-2023,96,104,4.380145455639687,4.394618674106172,4.122230835491196,4.535643239289007,Y,Study Planner,Y,1,3,Good,Very Positive
DXB,MGB,May-23,Unit 4,Prof_Williams,prof_jones@spjain.edu,25-Oct-2023,22,100,101,85.85307368511837,26-Aug-2023,91,94,3.962554557017602,4.835257129467799,4.175032740863499,4.451572801323422,N,Document Creator,N,3,5,Excellent,Very Positive
DXB,MGB,May-23,Unit 5,Prof_Williams,prof_johnson@spjain.edu,13-Dec-2023,14,104,120,79.01750570285151,3-Jan-2023,79,108,3.9678927465509655,4.0967430875633255,3.8457577049436193,3.762348496939028,N,All Features,Y,0,0,Satisfactory,Very Positive
DXB,MGB,Sep-23,Unit 1,Prof_Jones,prof_jones@spjain.edu,26-Jun-2023,22,80,118,80.34525174420318,25-Feb-2023,95,95,4.243548559974402,3.986541215731558,4.118805225837617,3.6943760825431835,N,Study Planner,N,2,0,Good,Some Concerns
DXB,MGB,Sep-23,Unit 2,Prof_Williams,prof_brown@spjain.edu,10-Aug-2023,12,103,116,93.60555739078485,24-Nov-2023,91,118,4.301669429646527,4.303647796196264,3.849038478248744,3.50947431719566,N,Study Planner,N,5,3,Satisfactory,Some Concerns
DXB,MGB,Sep-23,Unit 3,Prof_Jones,prof_johnson@spjain.edu,10-Jun-2023,16,110,120,74.44093178297851,13-Jun-2023,78,120,4.138309506759733,4.433467209787457,3.9666667264586306,4.026477423253806,N,Study Planner,Y,3,4,Good,Very Positive
DXB,MGB,Sep-23,Unit 4,Prof_Brown,prof_johnson@spjain.edu,15-May-2023,12,106,143,82.482580382224,21-May-2023,75,96,4.3562618590920135,4.586760030429369,4.5679844395420695,3.603551189815204,N,All Features,N,8,0,Satisfactory,Very Positive
DXB,MGB,Sep-23,Unit 5,Prof_Smith,prof_johnson@spjain.edu,22-Nov-2023,21,90,141,85.31694755783244,19-Nov-2023,85,101,4.755431811027977,4.2735010982792,3.7116025500630383,3.862233718565118,Y,All Features,N,6,3,Good,Neutral
MUM,MGB,Jan-23,Unit 1,Prof_Smith,prof_brown@spjain.edu,4-May-2023,23,85,107,90.78294361767846,24-Mar-2023,82,99,3.945986685096714,4.662696997281567,4.273226312780519,3.9876204152899053,Y,All Features,N,5,0,Satisfactory,Very Positive
MUM,MGB,Jan-23,Unit 2,Prof_Smith,prof_smith@spjain.edu,28-Jun-2023,13,90,147,76.09782366379982,6-Sep-2023,70,101,4.227803638236822,4.854308883907345,3.9550411021525513,4.067066410792354,Y,Quiz Generator,N,6,0,Good,Some Concerns
MUM,MGB,Jan-23,Unit 3,Prof_Jones,prof_brown@spjain.edu,13-Jan-2023,16,93,117,88.8081373840123,26-Feb-2023,96,86,4.539353063952722,4.390577911627709,4.102372332353767,3.775903985206564,Y,Study Planner,N,8,5,Satisfactory,Some Concerns
MUM,MGB,Jan-23,Unit 4,Prof_Jones,prof_brown@spjain.edu,19-Feb-2023,21,102,129,85.43406698341062,27-Nov-2023,79,119,4.267218874470722,4.5393210898886815,4.044504319352268,3.8340018170143066,Y,Quiz Generator,N,2,4,Needs Improvement,Some Concerns
MUM,MGB,Jan-23,Unit 5,Prof_Jones,prof_johnson@spjain.edu,19-Jul-2023,23,91,131,85.88754105146589,23-Nov-2023,71,115,3.716925180975606,4.1177182514542805,3.905808437958643,4.6787792997911675,Y,Study Planner,Y,7,1,Good,Some Concerns
MUM,MGB,May-23,Unit 1,Prof_Jones,prof_jones@spjain.edu,21-Aug-2023,23,111,126,87.75355932114493,15-Aug-2023,70,85,4.235017139018468,4.67546897856267,3.942582456926248,3.545773121601299,Y,Study Planner,Y,7,4,Needs Improvement,Very Positive
MUM,MGB,May-23,Unit 2,Prof_Jones,prof_smith@spjain.edu,9-Sep-2023,21,114,148,71.04026305675583,24-Aug-2023,94,93,4.786708446239688,3.912658082765248,4.613077788196794,4.551883692641141,N,Document Creator,N,4,2,Excellent,Some Concerns
MUM,MGB,May-23,Unit 3,Prof_Smith,prof_johnson@spjain.edu,7-Dec-2023,21,119,140,80.70417653135613,20-Mar-2023,73,93,4.547072641381362,4.427081779285499,4.2855088771074525,4.335600760238439,Y,Study Planner,N,4,4,Satisfactory,Very Positive
MUM,MGB,May-23,Unit 4,Prof_Johnson,prof_brown@spjain.edu,2-May-2023,14,88,115,73.65608608562404,11-Apr-2023,85,111,3.684823122997978,4.495642180707968,4.390594102856872,4.0252412589847175,Y,Document Creator,N,8,5,Satisfactory,Neutral
MUM,MGB,May-23,Unit 5,Prof_Brown,prof_brown@spjain.edu,11-Oct-2023,10,85,146,94.30375729844891,21-Nov-2023,82,84,4.534381304642199,4.23748745500753,4.764941438083405,4.654786706690431,N,Study Planner,N,4,2,Good,Some Concerns
MUM,MGB,Sep-23,Unit 1,Prof_Williams,prof_smith@spjain.edu,2-Feb-2023,24,81,107,93.23582188368805,6-Aug-2023,89,80,4.789389710466871,4.2705792309533805,4.795263475607715,4.773170100038337,N,Quiz Generator,N,1,5,Satisfactory,Neutral
MUM,MGB,Sep-23,Unit 2,Prof_Smith,prof_williams@spjain.edu,22-Nov-2023,15,83,125,85.64010685412386,24-Dec-2023,74,107,4.352130796898595,4.5740678437404485,3.7011949340608963,4.16752939156528,Y,Quiz Generator,N,0,0,Satisfactory,Very Positive
MUM,MGB,Sep-23,Unit 3,Prof_Brown,prof_johnson@spjain.edu,16-Feb-2023,17,104,105,88.26908454409927,4-Feb-2023,80,103,4.645285693474351,3.9508422242179,4.550806532015686,4.5544209213874955,Y,Quiz Generator,Y,8,4,Excellent,Positive
MUM,MGB,Sep-23,Unit 4,Prof_Brown,prof_williams@spjain.edu,24-Apr-2023,14,106,139,87.1641542468935,28-Apr-2023,65,86,3.6820170840485344,3.935472944740439,4.503010063785576,3.9921498965363815,N,Study Planner,Y,3,2,Excellent,Positive
MUM,MGB,Sep-23,Unit 5,Prof_Jones,prof_jones@spjain.edu,20-Dec-2023,19,81,142,91.89567970142687,7-Sep-2023,98,112,3.7452404802456254,4.230926117487969,4.410786752104953,4.597322239406985,Y,All Features,N,1,1,Needs Improvement,Very Positive
SG,GMBA,Jan-23,Unit 1,Prof_Jones,prof_smith@spjain.edu,12-Jun-2023,14,104,136,80.52158835631096,18-Nov-2023,71,110,4.740788879123152,4.647403754147075,3.718358341947942,3.5945455969818743,N,Quiz Generator,Y,0,3,Satisfactory,Some Concerns
SG,GMBA,Jan-23,Unit 2,Prof_Brown,prof_brown@spjain.edu,3-Nov-2023,14,97,105,77.74767214041604,17-Apr-2023,69,114,3.9247753851708094,4.445080879313675,4.539546544238769,4.409775346170947,Y,Study Planner,N,3,0,Good,Very Positive
SG,GMBA,Jan-23,Unit 3,Prof_Brown,prof_smith@spjain.edu,15-Oct-2023,11,99,142,88.54233772643886,24-Mar-2023,67,80,4.420270789253528,4.571649572346253,3.8802158940289484,4.834222682456577,N,Quiz Generator,N,2,5,Satisfactory,Very Positive
SG,GMBA,Jan-23,Unit 4,Prof_Smith,prof_williams@spjain.edu,26-Jul-2023,18,113,104,76.57374127066196,19-Nov-2023,64,111,4.091757110983256,4.196136285073929,4.249571006337522,4.29364057953383,N,Quiz Generator,N,1,4,Excellent,Positive
SG,GMBA,Jan-23,Unit 5,Prof_Jones,prof_smith@spjain.edu,2-Jan-2023,17,82,130,79.09941240828101,5-Mar-2023,62,115,4.54405013239482,4.585422881802413,4.421273623863654,3.814321439344606,Y,All Features,N,4,0,Satisfactory,Very Positive
SG,GMBA,May-23,Unit 1,Prof_Jones,prof_smith@spjain.edu,6-Apr-2023,11,105,104,91.92478095462437,28-May-2023,79,100,3.612301179163298,4.302420793539033,4.105811295067804,3.9082331269184456,N,Quiz Generator,N,5,4,Needs Improvement,Positive
SG,GMBA,May-23,Unit 2,Prof_Jones,prof_johnson@spjain.edu,5-Jan-2023,23,81,114,83.53862999871814,21-Dec-2023,60,101,3.5019006526962513,4.523034235193598,4.633906586556813,4.518101054657362,Y,Quiz Generator,Y,6,3,Excellent,Positive
SG,GMBA,May-23,Unit 3,Prof_Williams,prof_smith@spjain.edu,2-Apr-2023,23,103,129,94.36386975420628,3-Oct-2023,66,112,3.673568005326244,4.701959181083637,3.782313532762865,4.294949019604892,N,Quiz Generator,Y,4,2,Satisfactory,Some Concerns
SG,GMBA,May-23,Unit 4,Prof_Williams,prof_williams@spjain.edu,15-May-2023,17,84,112,73.40279616041798,25-Oct-2023,66,89,3.6373550751334984,4.294523422514354,4.04543661659333,3.669031431900668,N,Quiz Generator,N,4,3,Satisfactory,Very Positive
SG,GMBA,May-23,Unit 5,Prof_Smith,prof_johnson@spjain.edu,26-Nov-2023,19,118,102,75.37551973684221,28-Jun-2023,69,85,4.424504617770645,4.865240004594006,4.1358689089477485,3.5685308646265916,N,Study Planner,Y,0,3,Needs Improvement,Positive
SG,GMBA,Sep-23,Unit 1,Prof_Smith,prof_brown@spjain.edu,4-Mar-2023,13,80,103,90.7593082973659,8-Mar-2023,72,105,3.983911666960797,4.493327303464207,4.409153517279352,4.3152533219796885,N,Document Creator,Y,1,1,Needs Improvement,Positive
SG,GMBA,Sep-23,Unit 2,Prof_Smith,prof_williams@spjain.edu,4-Jan-2023,24,83,110,93.10329313834835,14-Dec-2023,85,111,3.538326980900379,4.551534208426851,3.8900879330138682,3.8006025483580372,Y,Study Planner,N,7,1,Excellent,Positive
SG,GMBA,Sep-23,Unit 3,Prof_Williams,prof_brown@spjain.edu,14-Sep-2023,25,83,105,76.99439968597429,5-Jul-2023,72,113,3.8238920816777697,4.89349600510586,4.298022351222715,3.527341976651289,N,Study Planner,N,8,3,Satisfactory,Neutral
SG,GMBA,Sep-23,Unit 4,Prof_Brown,prof_williams@spjain.edu,6-Jan-2023,20,118,114,70.73258651341587,26-May-2023,63,110,4.188261979555061,4.6435263852953,4.79956632149248,4.863571806426903,Y,Quiz Generator,Y,4,4,Excellent,Positive
SG,GMBA,Sep-23,Unit 5,Prof_Jones,prof_brown@spjain.edu,12-Mar-2023,15,95,137,77.95010920729679,24-Dec-2023,82,117,3.536668540645307,4.570616883686561,4.742314608577017,4.289049081496471,Y,All Features,N,2,3,Excellent,Very Positive
DXB,GMBA,Jan-23,Unit 1,Prof_Smith,prof_johnson@spjain.edu,20-Apr-2023,10,113,130,70.01708740959577,20-Apr-2023,68,101,4.432018922498061,4.810658866037927,4.628712495081416,3.9530243358267723,Y,Quiz Generator,Y,1,4,Satisfactory,Very Positive
DXB,GMBA,Jan-23,Unit 2,Prof_Williams,prof_brown@spjain.edu,19-Feb-2023,20,99,120,73.41129172143725,6-Dec-2023,87,120,4.748860730479359,4.514098292209296,3.891622938051084,4.856240054866435,N,Quiz Generator,Y,6,2,Satisfactory,Positive
DXB,GMBA,Jan-23,Unit 3,Prof_Johnson,prof_smith@spjain.edu,23-Oct-2023,22,116,102,74.55204390033869,11-Oct-2023,74,120,4.235215319956416,4.83035657290968,3.8547077049634253,4.543480659342776,Y,Study Planner,N,2,5,Excellent,Neutral
DXB,GMBA,Jan-23,Unit 4,Prof_Brown,prof_smith@spjain.edu,9-Apr-2023,17,84,122,76.41644853856786,4-Dec-2023,60,83,4.001718227339433,4.6058429439486455,4.766012007616253,4.7383727966221185,N,All Features,N,8,3,Excellent,Some Concerns
DXB,GMBA,Jan-23,Unit 5,Prof_Jones,prof_johnson@spjain.edu,6-Aug-2023,12,82,118,70.50194995826425,9-Feb-2023,64,101,3.721136764096548,4.2130036724879965,4.505183593798448,4.265864762057124,Y,Study Planner,N,0,3,Good,Some Concerns
DXB,GMBA,May-23,Unit 1,Prof_Johnson,prof_smith@spjain.edu,4-Jun-2023,16,92,126,87.42991759518392,24-Dec-2023,94,96,4.358777260526866,4.127140712449723,3.805507513542466,4.050063100460751,N,Quiz Generator,Y,5,0,Needs Improvement,Very Positive
DXB,GMBA,May-23,Unit 2,Prof_Williams,prof_jones@spjain.edu,16-Apr-2023,13,81,113,74.27080479230558,10-Feb-2023,90,87,3.900859420153048,4.237214083358936,4.238006493332723,4.425456076644407,Y,All Features,Y,5,3,Satisfactory,Positive
DXB,GMBA,May-23,Unit 3,Prof_Brown,prof_smith@spjain.edu,9-Aug-2023,24,96,114,90.92696880336143,19-Jan-2023,69,86,3.611419505391892,4.178170525200652,4.295593906606625,4.8589877520430065,Y,Document Creator,N,8,3,Needs Improvement,Positive
DXB,GMBA,May-23,Unit 4,Prof_Brown,prof_williams@spjain.edu,3-Jul-2023,11,112,136,92.5113765367898,26-Oct-2023,99,89,3.6563664371820632,4.632907631203113,3.890166870087144,4.878115186348786,Y,Quiz Generator,Y,0,3,Excellent,Some Concerns
DXB,GMBA,May-23,Unit 5,Prof_Johnson,prof_johnson@spjain.edu,27-Oct-2023,18,100,146,92.85434842246467,3-Feb-2023,84,115,4.016561492664147,4.158739485906709,4.003820901897974,4.141420053571661,Y,All Features,Y,6,1,Good,Very Positive
DXB,GMBA,Sep-23,Unit 1,Prof_Smith,prof_jones@spjain.edu,25-Feb-2023,19,114,122,91.94733906740137,9-Jul-2023,91,116,4.291650797538166,3.8412122375474844,4.002955556238229,3.7013937388773432,N,Document Creator,N,5,5,Good,Very Positive
DXB,GMBA,Sep-23,Unit 2,Prof_Brown,prof_williams@spjain.edu,12-Jan-2023,20,99,119,77.00866632961603,16-Dec-2023,66,94,3.6747011772589726,4.871641367063642,4.187421674664572,4.6561526644916515,N,All Features,Y,3,3,Good,Some Concerns
DXB,GMBA,Sep-23,Unit 3,Prof_Brown,prof_jones@spjain.edu,28-Jun-2023,11,112,150,73.97431106597502,10-Dec-2023,92,105,3.6763447673221776,4.736424875085912,4.667265850495841,3.54052742304826,Y,Quiz Generator,Y,3,0,Needs Improvement,Very Positive
DXB,GMBA,Sep-23,Unit 4,Prof_Williams,prof_johnson@spjain.edu,9-Jun-2023,24,112,125,85.8852452268961,4-Nov-2023,61,95,3.9842067899958993,4.453447952797367,3.895342063580248,4.718673080685848,N,Study Planner,Y,4,5,Excellent,Neutral
DXB,GMBA,Sep-23,Unit 5,Prof_Smith,prof_brown@spjain.edu,2-Mar-2023,16,94,141,75.62780102299438,7-May-2023,86,112,3.526068064749382,4.658334030686708,4.544330001253036,3.512457180498064,Y,Quiz Generator,Y,3,2,Satisfactory,Neutral
MUM,GMBA,Jan-23,Unit 1,Prof_Brown,prof_brown@spjain.edu,28-Jun-2023,24,96,113,81.66745038743039,22-Sep-2023,99,105,4.259833302594764,3.808082329948731,4.799372317854993,4.853079636250418,N,Study Planner,N,1,3,Excellent,Neutral
MUM,GMBA,Jan-23,Unit 2,Prof_Williams,prof_williams@spjain.edu,28-May-2023,18,99,112,73.74823240885391,25-Apr-2023,63,118,4.025327954133521,4.151544312006468,3.8539224594340586,3.535637379568523,N,Study Planner,N,6,3,Needs Improvement,Very Positive
MUM,GMBA,Jan-23,Unit 3,Prof_Jones,prof_jones@spjain.edu,27-Apr-2023,20,94,143,83.36587753860533,26-Aug-2023,82,112,3.890253277115859,3.98698533046769,4.423376153142335,4.281547262173818,N,Document Creator,N,2,5,Satisfactory,Positive
MUM,GMBA,Jan-23,Unit 4,Prof_Williams,prof_smith@spjain.edu,8-Jun-2023,17,99,126,89.70226092018999,11-Jun-2023,76,117,3.8822664581454456,4.736335277032552,4.217590224437748,4.712950717569556,Y,All Features,Y,8,0,Needs Improvement,Neutral
MUM,GMBA,Jan-23,Unit 5,Prof_Brown,prof_smith@spjain.edu,28-Mar-2023,14,92,121,80.22979616880261,19-Aug-2023,69,100,4.62111212633825,3.998392446017528,3.788892613622091,3.965681225683137,Y,Study Planner,Y,0,3,Satisfactory,Positive
MUM,GMBA,May-23,Unit 1,Prof_Johnson,prof_jones@spjain.edu,25-Mar-2023,25,85,108,85.36199346812654,21-Jul-2023,85,107,4.754926192169043,4.221648062058807,3.741497850322432,3.779179951719364,N,Document Creator,N,8,1,Excellent,Very Positive
MUM,GMBA,May-23,Unit 2,Prof_Johnson,prof_johnson@spjain.edu,23-Jun-2023,19,88,106,79.58876190769234,19-May-2023,70,84,4.5709969785767335,4.128022478843553,4.019910570990436,4.518964676025538,N,All Features,Y,5,3,Satisfactory,Positive
MUM,GMBA,May-23,Unit 3,Prof_Johnson,prof_brown@spjain.edu,1-Apr-2023,17,88,113,88.35191548278803,19-Sep-2023,70,87,3.976568886819803,4.515594418133348,3.741099770461855,4.727161792639267,N,Document Creator,Y,1,5,Excellent,Very Positive
MUM,GMBA,May-23,Unit 4,Prof_Smith,prof_brown@spjain.edu,15-Jul-2023,13,115,116,81.85990845819343,5-Apr-2023,100,80,3.8914513911838298,4.527831033699794,4.428731262477786,3.877968009352065,Y,All Features,Y,8,5,Excellent,Neutral
MUM,GMBA,May-23,Unit 5,Prof_Smith,prof_smith@spjain.edu,16-Apr-2023,16,96,133,94.32799305797987,12-Dec-2023,86,98,3.7084856782199993,4.40295264010124,4.701392290208216,4.463485481637523,N,Study Planner,Y,0,0,Excellent,Very Positive
MUM,GMBA,Sep-23,Unit 1,Prof_Jones,prof_brown@spjain.edu,5-Feb-2023,12,86,116,86.10841978921746,15-May-2023,76,109,3.5651042545568314,4.694496255309671,4.661554494078375,4.693148160031393,N,Study Planner,N,1,0,Excellent,Very Positive
MUM,GMBA,Sep-23,Unit 2,Prof_Johnson,prof_johnson@spjain.edu,11-Jun-2023,24,119,117,91.96188843493684,3-Jun-2023,81,91,3.647981599874875,4.2402752485762605,4.202192555360618,4.669991683512939,N,All Features,Y,1,1,Excellent,Positive
MUM,GMBA,Sep-23,Unit 3,Prof_Smith,prof_brown@spjain.edu,19-Aug-2023,24,91,139,79.49376947789719,12-Oct-2023,61,88,4.128003553275148,4.336935054691368,4.6763533208698975,4.116963032367537,Y,Study Planner,N,0,5,Good,Neutral
MUM,GMBA,Sep-23,Unit 4,Prof_Jones,prof_jones@spjain.edu,23-Dec-2023,13,107,142,88.16629921059626,16-Jun-2023,84,89,4.590742927598724,4.414178660372407,4.786570787237625,3.5763925613187464,Y,All Features,N,2,0,Needs Improvement,Neutral
MUM,GMBA,Sep-23,Unit 5,Prof_Johnson,prof_williams@spjain.edu,9-Jan-2023,17,115,141,79.46593981297258,27-Apr-2023,65,109,4.077445539397297,4.430338423646305,3.7968218478727946,4.197838604643161,N,Document Creator,N,0,0,Needs Improvement,Some Concerns
SG,MGB,Jan-24,Unit 1,Prof_Smith,prof_jones@spjain.edu,18-Jan-2024,12,118,139,85.93845306049994,17-Sep-2024,73,109,4.735461668991375,4.199676725326792,3.7597027346361247,3.8120853601548403,N,Study Planner,N,5,5,Needs Improvement,Very Positive
SG,MGB,Jan-24,Unit 2,Prof_Smith,prof_johnson@spjain.edu,1-Jun-2024,21,120,118,83.69226454235336,12-Dec-2024,66,82,4.665940254281476,4.341664356399283,4.604022525910599,4.5395152465267685,N,Document Creator,N,3,1,Excellent,Some Concerns
SG,MGB,Jan-24,Unit 3,Prof_Johnson,prof_brown@spjain.edu,27-Apr-2024,20,86,148,80.36175862820826,21-Nov-2024,97,87,4.5037887257283975,4.295555056654861,4.424302364500223,4.838666450276052,Y,All Features,Y,8,5,Excellent,Some Concerns
SG,MGB,Jan-24,Unit 4,Prof_Jones,prof_brown@spjain.edu,17-Mar-2024,15,88,106,79.68513948051665,20-Oct-2024,80,112,4.645807737112502,4.2605312204171035,4.369893062915662,4.469521749521229,Y,Study Planner,N,5,2,Needs Improvement,Positive
SG,MGB,Jan-24,Unit 5,Prof_Johnson,prof_brown@spjain.edu,20-Dec-2024,19,115,120,87.79685890987862,18-Nov-2024,73,92,3.7726265051321524,4.585822989192884,4.45527242705094,4.789668470183933,Y,Quiz Generator,N,1,2,Needs Improvement,Some Concerns
SG,MGB,May-24,Unit 1,Prof_Jones,prof_williams@spjain.edu,28-Jul-2024,10,113,106,70.6318035313618,5-Jan-2024,63,92,3.847071750277583,4.664085411854304,4.781885632986405,4.456746460130702,Y,Document Creator,N,3,4,Excellent,Neutral
SG,MGB,May-24,Unit 2,Prof_Brown,prof_smith@spjain.edu,20-Nov-2024,17,115,124,75.93988681415512,26-Dec-2024,78,83,4.704430254519413,4.226310113506189,4.752372167013009,4.866151810878577,N,Document Creator,Y,4,1,Needs Improvement,Positive
SG,MGB,May-24,Unit 3,Prof_Williams,prof_jones@spjain.edu,18-Dec-2024,16,92,118,81.2203730600748,22-Feb-2024,71,91,4.455603331834085,3.931289192400262,3.744697656269063,3.890757144832895,N,Quiz Generator,Y,4,0,Satisfactory,Some Concerns
SG,MGB,May-24,Unit 4,Prof_Johnson,prof_smith@spjain.edu,5-Jun-2024,11,120,139,91.07849952986281,10-Aug-2024,96,115,3.965511264612861,4.662434593427552,4.049644905909409,3.8079468215985806,Y,Document Creator,Y,6,4,Needs Improvement,Very Positive
SG,MGB,May-24,Unit 5,Prof_Williams,prof_johnson@spjain.edu,7-Nov-2024,20,101,123,77.3393589292551,25-Oct-2024,93,110,4.79562040738564,4.706057241017723,4.779246517376826,3.512325174813052,N,All Features,Y,3,0,Satisfactory,Some Concerns
SG,MGB,Sep-24,Unit 1,Prof_Smith,prof_brown@spjain.edu,9-Sep-2024,19,81,133,90.55272660599915,12-Sep-2024,92,108,4.132846121914738,4.126077366531713,4.416681015579131,3.9484378600079757,Y,Document Creator,Y,8,4,Excellent,Very Positive
SG,MGB,Sep-24,Unit 2,Prof_Johnson,prof_johnson@spjain.edu,28-Nov-2024,23,86,113,83.44385535060403,23-Dec-2024,87,84,4.470958073376541,3.96913003493941,4.205147758786046,3.964401525654203,Y,Document Creator,Y,2,2,Excellent,Positive
SG,MGB,Sep-24,Unit 3,Prof_Williams,prof_brown@spjain.edu,13-Aug-2024,22,107,120,70.42227420760354,22-Feb-2024,94,80,4.333849570426131,4.480184294801663,4.531556656364695,4.319851218638745,Y,Study Planner,Y,4,5,Satisfactory,Very Positive
SG,MGB,Sep-24,Unit 4,Prof_Williams,prof_brown@spjain.edu,13-Jul-2024,10,110,110,83.33669409525874,5-Dec-2024,85,114,3.8834720101071487,4.497450235921764,4.027862153537705,4.741769366561148,N,Document Creator,Y,1,0,Excellent,Some Concerns
SG,MGB,Sep-24,Unit 5,Prof_Jones,prof_jones@spjain.edu,3-May-2024,16,102,113,80.3163624006562,21-Sep-2024,69,90,3.739190539620998,4.478573415564173,3.978015955640069,3.660471558972457,Y,All Features,Y,4,5,Excellent,Neutral
DXB,MGB,Jan-24,Unit 1,Prof_Smith,prof_johnson@spjain.edu,24-Oct-2024,25,101,122,73.20537866489879,21-Apr-2024,66,98,4.305370510300633,4.790130449927214,4.049564530957098,4.130904369500909,N,Quiz Generator,N,5,3,Good,Very Positive
DXB,MGB,Jan-24,Unit 2,Prof_Williams,prof_johnson@spjain.edu,26-Apr-2024,23,97,123,73.35764580957222,24-Jun-2024,90,109,4.078965365636081,4.652243657678508,4.235668520680361,3.6523656908130513,Y,Study Planner,Y,8,1,Satisfactory,Very Positive
DXB,MGB,Jan-24,Unit 3,Prof_Smith,prof_smith@spjain.edu,28-Sep-2024,10,117,137,80.12836168877786,19-Apr-2024,62,115,3.8388012178727244,4.783384528000661,4.293644828493255,4.415471394995422,Y,Study Planner,N,3,4,Satisfactory,Positive
DXB,MGB,Jan-24,Unit 4,Prof_Brown,prof_jones@spjain.edu,17-Feb-2024,22,103,132,70.26479208146752,8-Oct-2024,70,112,3.6824819004542126,3.975144659705905,4.322992980059855,4.292137546264966,Y,All Features,N,0,1,Needs Improvement,Positive
